Time(ms),Acceleration(x),Acceleration(y),Acceleration(z),Magnetometer(x),Magnetometer(y),Magnetometer(z),Gyroscope(x),Gyroscope(y),Gyroscope(z),Class
20264,-0.22,9.77,-5.47,2.81,-25.75,-113.53,1.63,2.6,0.98,2
20510,-4.67,7.77,5.9,6.07,-18.02,-123.75,1.11,3.06,0.16,2
20758,-1.96,9.21,-1.52,10.45,-20.61,-120.93,-0.63,0.17,-0.37,2
21004,-0.55,9.74,-2.18,15.1,-25.4,-110.1,-1.08,0.39,-0.68,2
21252,-0.38,12.99,1.24,23.55,-28.25,-100.32,0.46,0.48,-0.35,2
21497,-1.41,8.04,-5.91,18.05,-26.13,-112.38,1.47,2.24,1.06,2
21743,-4.68,7.9,6.84,15.61,-21.89,-115.86,0.93,1.67,0.03,2
21999,-3.77,8.76,-2.47,18.11,-24.6,-111.34,-0.83,-0.41,-0.26,2
22245,-0.46,9.64,-2.33,19.99,-26.05,-102.37,-0.84,0.06,-0.64,2
22493,-1.2,11.73,0.57,28.71,-26.4,-94.12,-0.33,0.22,-0.46,2
22738,-0.89,10.09,-5.44,21.13,-26.92,-107.38,1.83,1.15,1.37,2
22986,-2.96,7.93,7.66,16.49,-22.52,-114.47,0.73,2.29,-0.33,2
23232,-2.07,9.1,-3.05,21.34,-26.13,-104.55,-1.47,-0.11,-0.53,2
23480,0.89,10.18,-3.68,27.83,-23.91,-91.46,-1.48,-0.3,-1.01,2
23726,-1.97,13.36,-9.84,30.49,-25.96,-97.9,0.73,-0.97,1.28,2
23980,3.02,6.46,-2.1,19.22,-25.49,-108.68,0.75,0.8,0.67,2
24225,6.73,6.82,-1.31,20.71,-23.66,-111.66,-2.09,-2.2,-0.49,2
24473,-2.02,9.08,-2.88,20.49,-25.2,-99.52,-2.11,-2.02,-0.68,2
24719,-2.82,11.21,-0.22,29.25,-23.33,-87.52,0.0,-0.61,-0.25,2
24965,1.02,10.02,-5.49,22.62,-27.23,-103.79,1.89,1.33,1.02,2
25212,-5.72,8.0,2.28,17.39,-23.52,-112.58,0.66,1.77,0.07,2
25458,-1.01,10.38,-2.77,20.52,-25.05,-109.3,-0.69,0.19,-0.42,2
25714,-1.15,9.71,-2.42,24.1,-25.27,-96.89,-1.16,-0.48,-0.7,2
25960,-0.21,11.65,2.97,32.29,-26.38,-95.13,1.37,-1.21,0.24,2
26208,2.84,7.46,-4.26,22.05,-25.59,-108.96,1.65,2.5,0.43,2
26454,-0.69,7.34,4.25,18.3,-22.6,-112.47,0.35,0.78,-0.26,2
26699,-0.24,9.2,-1.39,19.56,-25.05,-104.75,-1.22,-0.22,-0.57,2
26947,-1.71,11.13,-0.13,26.25,-25.12,-95.07,-0.6,0.07,-0.53,2
27193,-1.7,11.44,-5.61,23.02,-26.94,-107.72,2.18,1.53,1.52,2
27447,-1.38,10.58,0.06,19.19,-23.59,-115.1,1.33,0.7,0.92,2
27693,-5.51,9.79,-2.61,21.54,-23.76,-115.13,-0.25,-0.07,0.34,2
27940,-1.97,8.91,-2.73,22.23,-25.84,-105.09,-1.25,-0.93,-0.47,2
28186,-4.64,16.26,0.39,28.76,-27.68,-100.98,0.08,-0.27,-0.09,2
28434,-0.41,8.72,-5.51,27.13,-28.31,-116.97,1.49,1.3,0.98,2
28680,-1.32,11.88,5.49,30.9,-27.67,-115.8,0.21,1.34,-0.6,2
28928,-2.53,9.25,-2.82,30.46,-28.35,-97.31,-1.26,-0.25,-0.43,2
29188,-0.52,10.34,-2.39,27.71,-17.25,-84.3,-1.12,-0.18,-0.85,2
29440,-0.92,11.8,-9.11,19.69,-19.26,-97.92,0.66,-0.45,1.12,2
29691,2.4,5.5,-2.41,16.12,-21.25,-110.63,-0.43,0.51,0.37,2
29943,-4.35,6.52,-3.88,19.04,-22.05,-112.98,-0.12,-0.56,0.18,2
30195,-2.0,9.0,-2.67,19.35,-23.69,-101.94,-1.72,-1.21,-0.64,2
30447,-7.47,14.59,-1.76,28.82,-23.66,-93.34,-0.5,-0.85,-0.26,2
30699,-0.58,7.52,-6.45,19.34,-24.95,-108.75,1.5,1.2,1.28,2
30951,-1.89,8.95,3.29,17.17,-21.76,-112.6,0.46,0.62,-0.4,2
31211,-2.28,9.1,-2.54,18.66,-24.19,-109.15,-1.14,0.02,-0.54,2
31457,-0.09,9.94,-2.84,24.23,-23.63,-98.51,-1.13,-0.18,-0.91,2
31703,-3.05,12.28,-8.62,28.66,-25.21,-100.61,0.37,-0.99,1.37,2
31948,3.11,4.85,-2.54,21.73,-22.99,-108.92,0.01,0.93,0.16,2
32196,11.88,7.66,-0.81,23.95,-21.88,-108.59,-1.14,-1.07,-0.63,2
32442,-1.88,9.1,-1.46,23.85,-23.06,-99.4,-1.41,-0.74,-0.67,2
32688,-2.85,12.15,1.69,31.75,-21.12,-91.65,0.03,0.05,-0.58,2
32944,-2.15,8.74,-5.02,27.19,-24.51,-100.22,1.27,2.13,1.18,2
33189,-2.77,9.59,9.13,22.19,-23.12,-94.4,1.03,3.42,-0.51,2
33441,-0.53,9.78,-2.82,24.63,-21.65,-88.37,-1.02,0.1,-0.47,2
33689,0.66,9.2,-2.69,28.09,-15.81,-78.35,-1.66,-0.41,-1.01,2
33935,-0.38,13.13,1.1,33.66,-16.54,-75.26,2.48,0.46,0.04,2
34181,1.96,5.73,-4.68,15.76,-23.28,-80.61,0.37,2.53,0.21,2
34428,-2.05,4.19,-2.69,5.04,-23.81,-81.99,-1.55,0.16,0.25,2
34682,0.31,9.63,-0.73,5.42,-19.53,-72.99,-1.21,0.22,-0.4,2
34928,-1.29,10.33,-1.42,13.58,-10.42,-62.6,-1.35,-0.34,-0.93,2
35176,-0.89,11.17,-5.35,12.91,-17.33,-67.61,2.34,1.74,1.35,2
35422,-0.03,10.94,-0.71,-4.6,-20.48,-78.87,1.21,0.62,0.63,2
35670,-7.35,9.38,-6.01,-8.46,-20.01,-81.01,-0.21,-0.58,0.72,2
35915,-1.05,9.17,-1.83,-4.19,-15.51,-70.9,-1.13,0.2,-0.61,2
36163,-6.47,17.24,1.04,2.79,-13.46,-65.2,1.04,-0.06,0.18,2
36409,0.47,8.42,-4.16,-8.01,-19.04,-77.39,1.12,2.2,0.9,2
36665,-0.88,9.12,4.1,-19.88,-16.09,-89.73,0.28,1.05,-0.09,2
36913,-2.99,8.55,-2.82,-17.47,-15.99,-82.96,-1.12,-0.46,-0.41,2
37158,-1.31,10.03,-2.02,-9.56,-13.11,-71.08,-1.08,-0.12,-0.99,2
37406,0.29,13.99,-11.11,-4.5,-16.98,-72.3,0.54,-0.09,1.6,2
37654,4.66,7.61,0.25,-21.06,-14.83,-91.38,-0.52,1.02,-0.01,2
37900,8.51,4.65,-1.92,-21.59,-14.47,-101.94,-1.54,-2.7,-0.11,2
38148,-1.93,9.06,-2.66,-21.28,-15.04,-89.04,-1.27,-0.83,-0.66,2
38402,-7.23,9.56,-3.1,-12.93,-17.42,-78.79,-0.95,-0.83,-0.56,2
38649,-3.13,9.84,-5.46,-18.42,-18.9,-87.94,1.26,1.56,1.14,2
39151,-2.27,9.06,-2.9,-21.86,-13.42,-110.38,-0.73,-0.57,-0.31,2
39469,-2.33,9.92,-2.18,-15.71,-19.67,-96.16,-1.17,-0.02,-0.85,2
39839,1.52,8.09,-4.43,-15.9,-16.78,-110.38,1.2,1.37,0.84,2
40179,9.15,5.18,-1.96,-10.76,-10.36,-123.66,-1.46,-2.16,-0.2,2
40427,-2.6,8.89,-1.37,-14.41,-15.7,-111.2,-1.25,-1.11,-0.3,2
40683,-3.1,10.9,3.18,-14.48,-18.17,-102.81,0.15,-0.55,-0.28,2
40929,1.9,9.5,-2.92,-20.97,-14.28,-108.21,1.64,-0.97,0.65,2
41177,-5.79,9.47,9.99,-28.31,-7.82,-107.86,0.96,1.0,-0.77,2
41422,-2.97,8.99,-2.93,-28.72,-10.32,-103.61,-0.83,-0.8,-0.35,2
41670,-1.26,9.04,-2.64,-25.46,-13.26,-83.82,-1.06,-1.43,-0.46,2
41918,3.25,9.76,-5.78,-15.92,-18.97,-77.04,1.0,-2.74,0.74,2
42164,0.28,6.81,-1.89,-23.41,-14.92,-83.92,-0.23,0.65,0.48,2
42412,10.19,9.29,-6.26,-26.26,-13.78,-97.37,-1.37,-0.38,-0.76,2
42655,-2.61,8.93,-2.9,-22.77,-13.65,-80.31,-1.64,-1.33,-0.76,2
42901,-6.32,9.93,-0.74,-11.98,-14.25,-68.42,0.09,-0.96,-0.14,2
43149,0.97,8.81,-3.95,-13.87,-18.63,-78.41,1.61,0.33,1.18,2
43395,-2.83,9.83,8.19,-22.43,-15.9,-90.46,0.78,1.5,-0.46,2
43642,-2.63,8.93,-2.72,-20.52,-16.34,-85.09,-1.2,-0.77,-0.32,2
43890,-2.18,10.45,0.49,-12.66,-13.67,-70.71,-0.11,0.07,-0.35,2
44136,-2.78,12.91,-6.1,-6.91,-18.02,-71.4,0.89,-0.8,1.0,2
44390,2.59,5.13,-1.67,-17.87,-18.49,-84.96,-0.68,0.05,0.19,2
44638,-1.62,6.15,-5.57,-18.87,-18.17,-86.79,-1.0,-1.95,0.2,2
44883,-2.96,8.53,-3.17,-13.69,-14.92,-72.54,-1.35,-1.4,-0.39,2
45131,-5.48,10.08,3.42,-2.79,-11.82,-63.39,0.32,-0.77,-0.19,2
45379,-0.36,7.88,-5.46,-6.85,-20.52,-75.18,1.58,0.66,0.92,2
45625,-0.42,12.68,5.35,-16.91,-19.5,-86.14,0.47,0.77,-0.6,2
45873,-1.59,9.05,-2.4,-13.61,-18.78,-78.47,-0.98,-0.34,-0.39,2
46127,-0.72,10.08,-0.98,-5.52,-13.9,-66.28,-0.68,-0.18,-0.52,2
46374,-1.31,11.5,-2.83,4.12,-15.71,-63.15,1.05,-1.81,0.71,2
46622,3.15,4.78,-4.24,-7.67,-22.58,-80.3,0.96,1.32,0.08,2
46868,7.38,6.73,-1.52,-11.17,-22.01,-85.15,-1.62,-1.45,-0.22,2
47116,-2.25,9.39,-1.9,-5.64,-16.91,-69.94,-1.39,-1.74,-0.52,2
47362,0.57,9.85,0.74,3.86,-12.01,-61.71,-0.41,-0.24,-0.57,2
47609,0.74,10.26,-4.38,3.49,-20.72,-70.46,1.42,1.61,0.99,2
47863,-3.21,8.65,8.32,-11.03,-20.49,-81.45,1.54,2.7,-0.17,2
48109,-0.12,9.42,-0.93,-8.84,-21.37,-78.95,-0.9,0.02,-0.65,2
48357,-1.41,9.85,-1.87,-0.39,-14.59,-65.71,-0.97,-0.17,-0.67,2
48603,-1.65,12.97,1.34,7.29,-17.74,-65.54,1.49,-0.67,0.22,2
48852,2.39,5.1,-4.05,-9.87,-21.79,-81.0,0.73,2.49,0.2,2
49102,-3.91,19.56,7.61,-15.36,-20.42,-88.22,1.82,1.76,-0.25,2
49348,-0.18,9.77,-1.21,-12.12,-18.96,-76.78,-1.31,-0.91,-0.5,2
49596,-2.18,10.89,-0.25,-3.24,-16.05,-66.28,-0.91,-0.24,-0.91,2
49852,-3.36,9.47,-5.34,-10.82,-21.47,-77.76,1.47,2.02,1.76,2
50098,-5.29,13.36,-0.92,-22.11,-17.86,-96.52,0.41,1.38,0.79,2
50345,-3.88,10.64,-3.87,-21.67,-18.33,-101.43,-0.76,0.29,0.1,2
50593,-0.68,9.95,-1.09,-16.95,-20.71,-91.64,-0.48,0.85,-0.44,2
50839,-6.44,14.74,2.82,-10.06,-23.43,-85.09,-0.06,0.16,-0.36,2
51087,-0.61,8.63,-5.32,-15.7,-21.72,-103.76,1.57,2.79,0.83,2
51335,-2.72,9.13,6.42,-13.69,-14.53,-121.46,1.14,2.45,-0.04,2
51589,-0.71,9.26,-2.57,-11.17,-18.4,-116.52,-0.97,-0.64,-0.36,2
51834,-0.12,9.4,-1.67,-6.34,-24.98,-105.67,-0.83,0.34,-0.74,2
52082,-3.61,13.09,3.41,1.86,-28.88,-106.39,1.33,-0.06,-0.1,2
52330,0.49,6.72,-4.72,-3.3,-19.95,-121.35,0.96,2.23,0.79,2
52576,0.16,0.91,-2.32,3.49,-16.14,-126.43,-1.76,-1.01,0.06,2
52824,-1.61,9.39,-1.41,2.1,-21.66,-118.63,-1.14,-0.59,-0.41,2
53069,-1.63,9.95,-1.15,7.45,-26.43,-108.87,-0.98,-0.73,-0.68,2
53325,-3.89,13.17,-7.74,9.87,-27.05,-114.83,1.64,2.41,1.15,2
53573,-1.53,9.67,-2.12,10.99,-21.43,-120.4,0.29,0.3,0.77,2
53819,-11.13,8.7,-9.42,12.42,-21.41,-120.08,-0.95,-1.89,0.52,2
54067,-1.97,9.1,-2.23,13.91,-25.14,-111.71,-1.07,-0.19,-0.74,2
54315,-8.55,15.25,-0.45,23.93,-26.91,-102.0,-0.29,0.23,-0.41,2
54560,0.1,8.25,-4.5,19.89,-25.8,-111.37,1.32,1.4,0.74,2
54808,-1.47,8.42,5.69,16.38,-22.86,-116.14,0.64,1.55,-0.23,2
55054,-1.66,9.42,-3.38,17.33,-25.45,-111.39,-1.01,-0.92,-0.35,2
55310,-0.55,9.33,-1.08,21.81,-26.91,-101.87,-0.7,-0.24,-0.85,2
55556,-0.55,13.46,-8.06,27.49,-27.3,-100.79,0.28,-0.94,0.72,2
55803,2.06,5.49,-3.89,18.74,-25.55,-111.6,0.49,0.8,0.65,2
56049,11.41,4.47,-1.07,19.15,-24.73,-114.25,-1.03,-1.25,-0.51,2
56297,-1.79,9.37,-2.12,17.92,-26.32,-107.54,-1.38,-1.0,-0.89,2
56545,-1.39,9.28,-0.94,25.75,-25.93,-98.13,-0.73,0.04,-0.94,2
56791,0.67,10.61,-4.48,25.36,-26.75,-105.2,1.54,1.07,0.96,2
57047,-6.74,12.59,2.51,18.8,-24.42,-109.21,1.83,3.59,0.23,2
57294,-2.88,8.49,-3.54,20.08,-25.07,-109.08,-0.58,0.77,-0.07,2
57540,-1.15,9.3,-1.9,23.53,-25.5,-99.68,-1.01,-0.68,-0.6,2
57788,-3.82,13.27,5.86,30.81,-25.86,-100.37,0.99,-1.2,0.24,2
58034,0.65,7.86,-5.3,20.46,-25.9,-110.6,1.27,2.05,0.82,2
58281,-0.34,4.09,-0.98,18.63,-22.23,-114.7,-0.81,0.08,-0.14,2
58527,-1.38,8.3,-3.08,18.82,-24.2,-107.06,-0.98,-0.37,-0.32,2
58781,-0.63,10.73,-1.1,25.56,-24.52,-96.14,-1.15,-0.63,-0.84,2
59029,-2.92,13.66,-11.4,26.28,-26.38,-104.19,0.32,-1.53,1.36,2
59289,4.48,8.03,-1.23,20.64,-24.51,-111.55,-0.38,0.43,0.27,2
59539,-0.24,7.6,-9.47,20.87,-23.33,-115.76,-1.47,-2.18,-0.32,2
59785,-1.94,8.87,-3.13,20.42,-23.69,-108.08,-0.98,-0.37,-0.55,2
60033,-2.5,8.86,-1.55,27.57,-26.13,-99.77,-0.52,-0.62,-0.53,2
60278,1.18,10.27,-3.64,26.02,-26.56,-109.53,1.62,0.78,1.09,2
60534,-3.17,10.04,6.82,21.05,-23.3,-117.22,1.32,2.47,-0.27,2
60780,-4.83,10.03,-2.27,25.65,-26.37,-115.36,-0.73,-0.44,0.04,2
61028,-0.84,9.35,-2.63,29.8,-29.99,-107.5,-0.72,-0.03,-0.51,2
61274,5.5,11.34,1.7,39.65,-28.18,-98.92,0.47,-0.65,-0.29,2
61521,-0.16,7.72,-3.92,17.11,-21.29,-101.94,0.77,0.71,0.77,2
61767,-1.48,7.58,1.6,11.63,-18.96,-109.97,0.21,0.43,-0.05,2
62013,-0.53,9.22,-2.65,14.63,-20.07,-105.36,-1.2,-0.08,-0.44,2
62261,-0.55,9.89,-2.47,20.83,-21.65,-97.76,-1.02,-0.38,-0.81,2
62515,-0.21,12.25,-9.47,24.39,-24.55,-102.18,0.83,-0.18,1.26,2
62760,2.43,8.84,-0.02,18.58,-22.07,-111.59,0.95,0.02,0.91,2
63008,9.32,5.09,-1.63,19.96,-20.83,-111.77,-1.85,-2.14,-0.42,2
63254,-2.53,9.24,-2.67,17.89,-22.2,-105.12,-1.3,-1.6,-0.43,2
63502,-2.42,10.28,-0.59,26.18,-23.81,-94.87,-1.15,-0.71,-0.51,2
63752,0.73,11.06,-5.02,21.67,-25.45,-107.66,1.73,1.15,1.3,2
64002,-5.87,9.6,3.68,18.21,-21.44,-112.16,1.18,1.88,0.41,2
64256,-1.77,8.64,-1.68,20.56,-21.66,-111.21,-0.7,-0.08,-0.44,2
64503,-1.29,9.51,-1.48,23.62,-22.77,-103.17,-0.88,0.06,-0.68,2
64751,0.03,12.01,5.02,33.78,-22.43,-96.13,1.65,0.54,-0.13,2
64997,0.21,7.64,-5.11,24.9,-23.91,-103.81,0.87,2.55,0.74,2
65245,-0.28,1.5,-2.53,23.02,-22.92,-100.8,-1.21,0.46,0.2,2
65490,-3.64,8.09,-1.15,24.8,-23.38,-95.31,-0.85,-0.01,-0.26,2
65738,-1.48,10.38,-0.75,30.23,-19.12,-86.28,-0.91,0.12,-0.79,2
65992,-4.14,11.08,-6.08,35.5,-19.42,-88.25,0.22,-1.21,0.97,2
66238,3.71,6.6,-1.72,21.25,-22.65,-86.16,-0.62,1.12,0.37,2
66486,2.83,14.53,5.57,14.81,-24.9,-85.84,0.67,1.66,-0.36,2
66732,0.06,9.6,-1.73,16.6,-18.93,-76.76,-1.42,-0.73,-0.47,2
66979,-1.35,9.54,-0.83,21.98,-12.8,-67.85,-0.6,0.03,-0.57,2
67225,-2.53,12.09,-3.6,18.9,-18.4,-71.35,1.62,1.88,0.86,2
67473,-2.75,9.28,-3.0,2.69,-21.24,-77.58,0.68,0.39,0.78,2
67719,-0.95,10.84,-2.66,-2.12,-21.95,-78.91,-0.88,-0.92,0.33,2
67975,-1.24,9.31,-1.99,2.35,-15.83,-70.18,-0.87,0.29,-0.4,2
68222,-2.42,10.53,2.96,8.37,-12.96,-63.67,0.26,0.5,-0.6,2
68468,-1.11,9.66,-6.0,-0.42,-20.75,-74.22,1.19,2.47,1.04,2
68716,-2.81,9.81,6.71,-15.26,-17.45,-83.59,1.16,3.19,-0.09,2
68962,0.89,9.95,-0.16,-16.09,-17.13,-82.3,-0.61,-0.01,-0.1,2
69210,-0.39,9.54,-1.98,-10.36,-13.24,-72.84,-1.26,0.06,-0.75,2
69455,0.98,13.26,2.57,-2.62,-11.21,-64.4,0.26,0.68,-0.49,2
69709,-1.03,8.81,-6.26,-12.69,-16.34,-77.97,1.72,1.84,1.02,2
69957,-5.56,7.71,4.06,-25.07,-11.34,-94.26,0.43,2.02,0.0,2
70203,-2.18,9.38,-2.65,-22.57,-12.51,-91.36,-0.98,-0.41,-0.42,2
70451,-0.95,9.77,-1.59,-17.17,-12.89,-79.7,-0.91,-0.12,-0.69,2
70699,-4.55,12.06,2.14,-9.82,-16.11,-74.89,0.49,0.41,-0.09,2
70944,0.21,6.33,-5.57,-22.32,-15.0,-90.91,1.32,1.57,0.62,2
71192,-4.83,19.6,7.77,-23.63,-12.98,-105.39,1.17,0.88,-0.13,2
71446,-0.87,9.53,-0.7,-23.34,-15.3,-96.38,-1.14,-0.48,-0.42,2
71694,-0.41,9.84,-1.28,-16.63,-18.69,-87.18,-0.95,-0.11,-0.91,2
71942,0.7,12.03,-7.9,-12.16,-22.52,-89.05,1.27,2.37,0.76,2
72187,3.07,5.95,-3.39,-19.2,-14.62,-110.07,-0.72,0.53,0.26,2
72435,-5.62,10.39,-4.43,-13.88,-13.23,-118.63,-0.18,-0.25,0.68,2
72681,-1.06,9.32,-2.55,-13.11,-19.26,-107.25,-1.25,-0.12,-0.48,2
72929,-2.98,9.63,-3.95,-6.24,-24.33,-96.84,-1.13,-0.88,-0.49,2
73183,-0.11,10.24,-4.75,-10.99,-20.78,-105.96,1.58,0.41,1.74,2
73431,-6.4,7.71,6.08,-18.65,-9.51,-116.18,1.11,1.37,0.68,2
73676,-3.84,8.05,-1.66,-17.1,-11.65,-116.38,-0.74,-0.21,-0.18,2
73924,-0.1,9.05,-2.93,-18.71,-17.55,-102.06,-0.79,-0.79,-0.23,2
74172,0.96,11.59,0.35,-16.98,-20.36,-94.33,1.26,-3.66,0.8,2
74418,1.48,4.46,-2.58,-28.43,-12.1,-97.81,-0.18,-0.11,0.31,2
74665,0.68,11.74,2.82,-29.48,-12.09,-101.13,-0.84,0.52,-0.25,2
74911,-1.46,9.22,-0.89,-28.47,-11.43,-84.87,-1.11,-1.45,-0.26,2
75167,-1.17,9.83,-0.7,-19.99,-12.06,-71.76,-0.58,-0.92,-0.43,2
75415,-0.87,11.08,-5.09,-14.18,-15.52,-71.7,1.87,1.15,1.09,2
75661,-2.37,9.78,-0.83,-23.95,-14.47,-88.35,1.09,-0.42,0.86,2
75909,-3.8,7.87,-8.36,-21.98,-16.72,-91.01,-1.24,-2.72,0.24,2
76154,-2.27,8.77,-2.48,-19.75,-13.9,-76.95,-1.25,-0.67,-0.59,2
76402,-1.54,11.0,2.69,-9.16,-14.25,-67.39,0.16,-0.57,-0.32,2
76650,-0.9,8.87,-5.24,-10.23,-19.75,-76.94,1.3,1.69,0.88,2
76904,-2.72,11.06,7.17,-22.79,-15.52,-90.02,1.57,2.91,-0.23,2
77150,1.05,9.23,-1.93,-21.05,-16.21,-88.88,-0.82,-0.67,-0.24,2
77398,-0.99,9.12,-2.64,-15.81,-14.02,-73.62,-1.17,-0.66,-0.59,2
77643,0.77,13.52,0.12,-5.63,-17.83,-69.61,2.05,-1.96,0.46,2
77891,3.68,5.16,-2.36,-15.61,-19.94,-85.44,0.47,1.46,-0.08,2
78137,-6.71,15.67,4.9,-19.67,-18.33,-88.73,1.31,1.45,-0.5,2
78385,-1.61,9.28,-1.22,-14.69,-15.32,-75.87,-1.17,-1.05,-0.37,2
78645,-2.43,12.06,1.11,-1.9,-11.34,-63.24,-0.61,-0.76,-0.59,2
78893,-0.38,9.49,-3.95,3.05,-20.43,-70.77,1.63,0.8,1.27,2
79138,-4.03,11.0,5.22,-13.02,-19.03,-80.36,1.48,2.38,-0.12,2
79386,-2.98,10.81,-2.51,-10.86,-20.68,-78.91,-1.46,-0.29,0.04,2
79634,-1.7,9.33,-1.51,-5.06,-14.98,-68.24,-1.07,-0.3,-0.47,2
79880,-0.06,13.26,6.32,5.9,-15.42,-62.72,1.69,-0.14,0.02,2
80128,0.95,7.51,-3.72,-2.13,-22.95,-76.34,1.27,1.76,0.6,2
80373,0.55,7.03,2.71,-10.58,-22.98,-85.53,0.54,0.54,-0.22,2
80627,-0.34,8.87,-1.43,-6.91,-20.11,-76.13,-1.09,-0.54,-0.29,2
80875,-1.12,10.4,-1.73,3.58,-13.39,-63.49,-1.46,-0.94,-0.87,2
81123,-3.87,12.53,-8.55,10.74,-19.2,-68.17,1.75,-0.23,1.86,2
81369,0.42,8.59,-1.77,-6.26,-21.1,-76.83,-0.24,-0.25,0.9,2
81616,-6.08,8.25,-7.03,-9.76,-22.26,-81.57,-0.13,-1.9,0.46,2
81862,-1.66,8.89,-2.16,-4.74,-17.51,-70.49,-1.17,-0.53,-0.63,2
82110,-6.63,13.9,-2.47,4.85,-13.69,-62.47,-0.6,0.04,-0.57,2
82366,-1.64,8.69,-5.83,-5.57,-20.46,-73.21,1.3,1.52,1.1,2
82612,-3.89,8.55,5.79,-19.88,-18.59,-86.7,0.34,2.09,-0.35,2
82857,-2.06,9.86,-2.83,-18.93,-18.28,-83.31,-0.64,-0.58,-0.53,2
83105,-0.9,9.32,-0.87,-12.73,-17.35,-73.38,-1.01,-0.05,-0.78,2
83353,-3.21,10.35,-1.27,-5.22,-21.53,-71.85,1.56,0.23,0.08,2
83599,3.15,7.23,-4.88,-20.15,-19.6,-96.35,1.19,3.42,0.39,2
83847,1.03,2.9,-5.36,-17.33,-17.39,-113.49,-2.14,0.4,-0.38,2
84101,1.0,9.76,-1.78,-16.33,-18.47,-108.18,-1.17,-0.19,-0.17,2
84346,-0.22,9.84,-2.0,-10.29,-25.08,-96.58,-0.93,-0.29,-0.65,2
84594,-1.05,12.25,-7.74,-7.19,-26.54,-98.79,1.11,1.07,0.89,2
84840,2.47,6.0,-3.08,-11.96,-17.38,-120.11,-0.4,0.29,0.61,2
85088,6.7,6.01,-2.49,-3.39,-16.97,-125.09,-1.47,-2.11,-0.59,2
85334,-0.64,9.04,-2.09,-4.03,-22.36,-113.72,-1.22,-0.26,-0.63,2
85581,-7.19,18.2,0.0,6.75,-30.74,-101.15,0.08,0.53,-0.44,2
85827,-1.14,7.82,-6.4,1.33,-23.53,-119.16,1.35,2.29,1.07,2
86071,-1.51,7.3,5.7,5.58,-15.83,-126.47,0.35,2.26,-0.37,2
86317,-3.0,8.88,-1.21,8.59,-20.7,-121.28,-0.79,-0.02,-0.29,2
86564,-0.38,9.22,-1.91,11.03,-24.69,-110.35,-0.99,-0.04,-0.63,2
86812,-4.05,12.46,1.17,17.28,-28.08,-109.44,1.37,-0.5,0.22,2
87058,1.43,7.11,-2.12,14.53,-23.0,-117.79,0.53,2.01,0.44,2
87304,-0.71,17.59,8.18,19.69,-20.7,-116.53,0.73,1.73,-0.86,2
87552,-1.34,9.64,-2.1,18.5,-24.22,-108.3,-1.42,-1.16,-0.37,2
87812,-2.05,10.85,-0.23,25.37,-26.15,-97.03,-0.62,-0.62,-0.55,2
88064,-0.17,9.19,-4.6,22.22,-26.75,-108.73,1.33,1.32,0.88,2
88315,-5.91,9.54,4.82,17.66,-23.85,-111.91,1.44,3.6,-0.03,2
88567,-2.82,8.9,-1.4,20.51,-25.21,-108.8,-0.8,-0.46,-0.24,2
88819,-0.44,9.34,-2.85,23.4,-25.52,-98.22,-1.08,-0.18,-0.77,2
89071,0.27,9.93,-5.73,29.95,-26.28,-98.41,0.65,-2.48,0.81,2
89323,2.1,5.86,-1.54,19.95,-25.46,-109.6,0.24,0.23,0.55,2
89581,11.33,3.95,2.97,21.0,-24.38,-111.47,-1.21,1.76,-0.78,2
89829,-2.34,8.79,-2.23,20.32,-24.5,-102.75,-1.5,-1.54,-0.53,2
90075,-3.53,10.21,0.44,29.44,-24.6,-90.35,-0.04,-0.43,-0.21,2
90322,-0.65,9.43,-5.32,22.93,-27.21,-106.47,1.56,0.91,0.98,2
90568,-3.28,8.74,7.67,16.53,-23.12,-113.23,0.99,1.84,-0.43,2
90814,0.92,9.79,-1.71,18.61,-24.71,-109.6,-0.99,-0.16,-0.62,2
91062,-0.95,9.88,-1.1,21.62,-25.75,-99.2,-0.92,-0.4,-0.65,2
91316,-3.36,10.99,-6.0,26.66,-27.05,-101.4,1.4,-1.21,0.96,2
91564,0.93,5.94,-2.5,17.47,-24.8,-111.85,-0.11,0.83,0.43,2
91809,13.32,4.98,-2.82,20.93,-23.03,-114.62,-2.2,-0.55,-1.21,2
92057,-2.5,8.9,-2.68,20.81,-25.37,-102.97,-1.54,-1.21,-0.71,2
92305,-1.05,9.98,-0.06,29.07,-26.1,-95.28,-0.27,-0.87,-0.26,2
92551,-0.57,7.95,-4.81,21.4,-25.83,-110.55,1.48,1.03,1.04,2
92798,-0.07,10.47,3.83,19.63,-21.13,-116.19,0.38,0.24,-0.3,2
93044,-4.1,8.83,-2.69,20.23,-23.95,-114.18,-1.14,-1.14,-0.33,2
93298,-0.82,9.52,-2.27,24.88,-25.53,-101.65,-1.5,-0.67,-0.72,2
93548,-3.6,13.75,-9.5,27.65,-28.14,-108.05,1.31,-0.49,1.43,2
93798,2.52,6.65,-1.83,25.39,-24.64,-114.43,-0.73,0.05,0.38,2
94046,-2.94,8.77,-7.94,25.68,-24.2,-111.09,-1.01,-3.2,0.16,2
94291,-3.21,8.71,-2.29,21.86,-22.03,-99.27,-1.04,-0.16,-0.49,2
94539,-6.51,12.34,-0.52,26.1,-20.96,-91.17,-0.99,-0.43,-0.44,2
